budget_id,user_id,income_id,needs_amount,wants_amount,investment_amount,income_amount,budget_limit,source,income_date
BGT04242,USR016,INC09622,1100000,700000,650000,2450000,1800000,part_time,2023-09-22 01:44
BGT05725,USR064,INC07760,4700000,3000000,,9350000,7700000,business,2023-06-13 14:44
BGT09025,USR050,INC06171,3800000,2000000,1350000,7200000,5800000,salary,2023-08-30 19:26
BGT06968,USR070,INC02840,4950000,2500000,1750000,9200000rb,7450000,investment_return,2024-04-22 12:18
BGT00998,USR056,INC04334,3500000,1900000,1350000,6750000,5400000,freelance,2023-03-29 11:32
BGT09364,USR006,INC05707,1600000,950000rb,450000,,2550000,scholarship,2024-05-14 18:38
BGT04006,USR019,INC02275,1400000,850000,350000,2550000,2250000,allowance,2023-01-08 15:28
BGT01735,USR055,INC04238,1850000,950000,850000,3600000,2800000,salary,2023/05/03 03:53
BGT02608,USR075,INC03972,3500000,1900000,1900000,7250000,5400000,business,2023-03-01 16:31
BGT07939,USR038,INC03834,1650000,1000000,950000,3600000,2650000,allowance,2023-02-17 16:39
BGT05186,USR058,INC09698,4000000,1900000,1200000,7100000,5900000,freelance,25/09/2023 01:05
BGT02828,USR020,INC05203,1100000,700000,300000,2050000,1800000,allowance,2023-12-29 04:20
BGT06767,USR011,INC09218,700000,400000,200000rb,1250000,1100000,scholarship,2024-11-06 14:17
BGT08466,USR070,INC05132,3550000,2100000,2400000,8050000,5650000,business,2023-02-04 03:09
BGT03810,USR070,INC03670,2050000,1150000,1150000,4350000,3200000,freelance,2024-08-30 09:28
BGT08015,USR006,INC07907,1000000,600000,300000,1850000,1600000,allowance,2024-04-12 08:11
BGT07867,USR047,INC01348,2500000,1350000,1100000,4950000,3850000,freelance,2023-04-13 22:30
BGT05741,USR046,INC04499,3100000,1900000,600000,5600000,5000000,freelance,2024-06-28 02:44
BGT03635,USR035,INC03489,1600000,950000,350000,2950000,2550000,internship,2023-11-28 22:13
BGT09839,USR027,INC08041,2300000,1200000,750000,4300000,3500000,allowance,2023-09-03 00:04
BGT01515,USR014,INC03027,1250000,850000,600000,2700000,2500000,part_time,2024-12-07 16:38
BGT05298,USR060,INC04312,3750000,2000000,1100000,6850000,5750000,freelance,2023-11-22 08:50
BGT01117,USR004,INC05986,1450000,700000,500000,2650000,2150000,allowance,
BGT05385,USR023,INC01234,2350000,1600000,750000,4700000,3950000,internship,2023-01-05 03:25
BGT03794,USR073,INC09682,2100000,1450000,1000000,4550000,3550000,investment_return,2023-01-17 15:18
BGT07223,USR009,INC02714,950000,450000,300000,1700000,1400000,part_time,2023-08-17 22:10
BGT09166,USR029,INC06086,1300000,850000,700000,2900000,2150000,allowance,2023-09-21 17:15
BGT05803,USR018,INC06565,1400000,750000,550000,2700000,2150000,part_time,2023-05-20 06:05
BGT08550,USR004,INC00699,750000,550000,300000,1550000,1300000,scholarship,01/04/2023 07:39
BGT04501,USR003,INC09737,1050000,550000,500000,2100000,1600000,scholarship,2024-10-06 01:43
BGT05334,USR031,INC06255,1250000,800000,500000,2600000,2050000,allowance,2024-02-11 22:23
BGT04326,USR058,INC02285,2300000,1650000,1250000,5200000,3950000,salary,2024-09-26 07:49
BGT09491,USR038,INC06082,2250000,1550000,900000,4700000,3800000,part_time,2023-01-31 17:22
BGT09126,USR049,INC06073,3500000,2550000,1700000,7750000,6050000,freelance,2024-11-19 09:12
BGT03428,USR067,INC06205,3050000,2300000,1400000,6750000,5350000,investment_return,2023-10-28 11:09
BGT04156,USR073,INC05359,3100000,2100000,1650000,6850000,5200000,salary,2024-05-23 18:18
BGT02620,USR061,INC04272,2400000,1550000,1550000,5500000,3950000,investment_return,2023-12-15 12:30
BGT04655,USR001,INC04070,950000,650000,300000,1900000,1600000,allowance,2023-02-22 13:13
BGT03451,USR015,INC06667,1150000,600000,550000,2300000,1750000,scholarship,2024-03-31 18:51
BGT05649,USR022,INC05160,1800000,1050000,900000,3750000,2850000,allowance,2023-04-28 10:47
BGT04917,USR018,INC03108,1300000,750000,350000,2400000,2050000,part_time,2023-09-02 19:11
BGT08121,USR041,INC04695,1850000,1150000,1000000,4000000,3000000,bonus,2023-07-22 07:20
BGT09561,USR006,INC01140,1100000,650000,250000,2000000,1750000,allowance,2024-11-03 07:23
BGT05337,USR003,INC01001,1500000,1000000,450000,2900000,2500000,allowance,2023-01-24 18:05
BGT02578,USR041,INC09061,2000000,1300000,1150000,4500000,3300000,salary,2024-08-04 16:25
BGT03867,USR003,INC00510,1400000,700000,400000,2500000,2100000,scholarship,2024-06-02 07:49
BGT07138,USR058,INC07999,3100000,1750000,1400000,6250000,4850000,salary,2024-12-08 06:13
BGT09976,USR045,INC04657,1950000,1100000,850000,3900000,3050000,bonus,2024-01-12 11:29
BGT07756,USR017,INC01701,1500000,850000,450000,2800000,2350000,part_time,2024-06-30 14:55
BGT07072,USR048,INC09869,3450000,2150000,2100000,7700000,5600000,salary,2024-03-20 11:58
BGT09945,USR030,INC06987,,1050000,500000,3150000,2650000,freelance,2023-06-05 05:12
BGT07893,USR019,INC02936,1350000,900000,550000rb,2800000,2250000,scholarship,2024-07-10 14:06
BGT08609,USR056,INC07229,2550000,1550000,900000,5000000,4100000,freelance,2024-12-16 15:34
BGT08541,USR007,INC06209,1050000,700000,500000,2250000,1750000,allowance,2023-04-03 10:38
BGT09663,USR041,INC04964,2450000,1300000,700000,4450000,3750000,salary,
BGT02225,USR035,INC03049,2100000,1200000,700000,4000000,3300000,allowance,2024-12-12 16:07
BGT00627,USR025,INC03073,1100000,600000,,2050000,1700000,internship,2024-06-04 04:43
BGT06537,USR062,INC07202,3200000,1650000,850000,5750000,4850000,business,2024-10-03 13:41
BGT06150,USR014,INC08996,750000,450000,350000,1550000,950000,allowance,2024-07-05 20:03
BGT08860,USR010,INC03313,1450000,950000,450000,2850000,2400000,part_time,2023-05-03 12:14
BGT09087,USR007,INC06017,800000,550000,400000,1750000,1350000,part_time,2023-02-12 10:50
BGT00120,USR067,INC04504,2650000,1500000,850000,5000000,4150000,business,2023-08-26 07:29
BGT04974,USR024,INC04547,2200000,1200000,1000000,4400000,3400000,internship,2023-09-25 22:11
BGT01555,USR035,INC01733,2600000,1450000,550000,4600000,4050000,part_time,2023-08-12 17:52
BGT01521,USR058,INC02009,2350000,1350000,600000,4300000,3700000,salary,2024-03-07 00:27
BGT03115,USR025,INC06126,2750000,1650000,600000,5000000,4400000,freelance,
BGT04189,USR037,INC08374,1050000,650000,350000,2050000,1700000,internship,2023-09-18 01:26
BGT03523,USR022,INC02698,2400000,1650000,800000,4850000,4050000,allowance,2024-05-27 17:16
BGT08976,USR015,INC04760,700000,400000,150000,,1100000,allowance,2023-04-24 00:13
BGT08963,USR020,INC04130,1100000,600000,300000,2000000,1700000,allowance,2024-05-17 09:29
BGT05552,USR040,INC04975,950000,450000,350000,1750000,1400000,part_time,2023-05-01 07:03
BGT01440,USR047,INC02355,2100000,1500000,1050000,4650000,3600000,business,2023-03-09 08:58
BGT08804,USR065,INC04469,4800000,2650000,2350000,9800000,7450000,bonus,2024-10-04 20:14
BGT05523,USR020,INC07330,550000,300000,200000,1100000,850000,allowance,2024-07-12 02:05
BGT03484,USR043,INC01430,3300000,2150000,1100000,6550000,5450000,salary,2024-03-07 14:31
BGT03819,USR023,INC01078,1200000,850000,500000rb,2550000,2050000,allowance,2024-05-26 22:22
BGT06963,USR056,INC02314,3450000rb,2050000,1650000,7150000,5500000,salary,2024-03-06 17:49
BGT00151,USR030,INC00800,1200000,600000,450000,2250000,1800000,internship,2024-07-02 23:39
BGT05774,USR028,INC09115,1100000,650000,450000,2200000,1750000,part_time,2023-06-27 10:04
BGT08771,USR003,INC03264,1200000,700000,350000,2250000,1900000,part_time,2023-05-08 01:26
BGT06870,USR037,INC01135,1150000,800000,450000,2350000,1950000,allowance,2023-12-09 08:40
BGT06339,USR009,INC07645,1250000,750000,700000,2700000,2000000,scholarship,2024-06-30 22:51
BGT00036,USR038,INC09053,2100000,1250000,600000,3950000,3350000,allowance,2023-02-15 22:27
BGT01737,USR055,INC07734,3500000,2000000,1150000,6650000,5500000,freelance,24/08/2024 15:02
BGT06642,USR006,INC02111,950000,650000,550000,2150000,1600000,scholarship,2024-08-30 13:36
BGT01684,USR073,INC06267,3350000,2450000,1650000,7450000,5800000,freelance,2024-07-26 14:57
BGT08705,USR064,INC08820,4550000,2850000,2500000,9900000,7400000,bonus,2023-07-07 23:26
BGT08383,USR065,INC01328,4700000,2900000,1450000,9000000,7600000,salary,2024-05-15 16:38
BGT09077,USR037,INC05135,1350000,800000,600000,2750000,2150000,part_time,2024-05-17 16:54
BGT00327,USR055,INC04638,3500000,1800000rb,1650000,6950000,5300000,business,2023-03-19 09:15
BGT04099,USR057,INC07829,2400000,1300000,1100000,4800000,3700000,freelance,2024-10-17 23:57
BGT07067,USR038,INC07587,1900000,1400000,950000,4250000,3300000,part_time,
BGT01100,USR061,INC04700,3650000,,1150000,6850000,5700000,investment_return,2023-12-03 09:12
BGT04768,USR075,INC03901,3250000,1800000,950000,6050000,5050000,business,2023-08-20 08:13
BGT02336,USR063,INC05434,2200000,1300000,850000,4350000,3500000,investment_return,2023-01-15 18:45
BGT01247,USR032,INC05858,1050000,800000,500000,2300000,1850000,allowance,2024-05-09 03:44
BGT06860,USR010,INC01099,950000,650000,500000,2100000,1600000,allowance,2024-11-06 08:40
BGT00679,USR023,INC07005,2600000,1400000,650000,4600000,4000000,allowance,2023-11-26 16:45
BGT02865,USR059,INC00638,3450000,2050000,1100000,6600000,5500000,salary,2023-10-23 11:59
BGT04885,USR045,INC01478,1900000,1250000,,3750000,3150000,FREELANCE,2024-09-20 16:01
BGT01256,USR045,INC02364,3150000,1900000,750000rb,5800000,5050000,freelance,
BGT08098,USR062,INC03087,3200000,1950000,750000,5900000,5150000,freelance,2023-08-20 10:19
BGT04348,USR057,INC09307,1950000,1250000,900000,,3200000,salary,2024-04-08 04:32
BGT06645,USR038,INC09083,1900000,1450000,900000,4200000,3350000,internship,2023-10-24 15:02
BGT02764,USR037,INC05796,1200000,850000,600000,2650000,2050000,internship,2024-07-25 11:43
BGT08902,USR058,INC01794,2650000,1350000,1100000,5100000rb,4000000,salary,2024-01-27 08:19
BGT08581,USR025,INC05307,1100000,650000,450000,2250000,1750000,internship,2023-07-07 07:41
BGT08010,USR038,INC06234,1450000,850000,950000,3250000,2300000,allowance,2023-06-16 23:46
BGT09510,USR020,INC02866,750000,400000,300000,1400000,1150000,scholarship,2023-12-05 10:11
BGT06567,USR052,INC09163,3000000,1450000,1000000,5450000,4450000,business,2023-05-31 22:26
BGT05764,USR015,INC08740,800000,400000,350000,1600000,1200000,part_time,2024-10-29 23:43
BGT02141,USR006,INC03053,1250000,650000,450000,2350000,1900000,scholarship,2023-01-10 09:28
BGT08890,USR062,INC01934,3600000,2400000,1250000,7250000,6000000,bonus,2024-01-31 23:53
BGT04446,USR068,INC04948,3700000,1950000,1300000,6950000,5650000,investment_return,2023-03-22 09:08
BGT04973,USR036,INC01382,1950000,1100000,1050000,4100000,3050000,freelance,2024-01-03 09:52
BGT03067,USR055,INC01894,3200000,2100000,1100000,6400000,5300000,business,2023-08-09 20:18
BGT07624,USR039,INC00410,1600000,850000,650000,3100000,2450000,freelance,2023-01-15 21:58
BGT02646,USR015,INC06991,,650000,450000,2000000,1550000,part_time,2024-10-30 21:08
BGT05037,USR048,INC03413,2500000,1350000,1050000,4900000,3850000,business,2023-07-08 08:40
BGT03638,USR005,INC03385,1000000,700000,400000,2100000,1700000,part_time,2024-02-14 11:47
BGT06112,USR025,INC02629,2050000,1150000,750000,3900000,3200000,allowance,2023-10-06 12:21
BGT09732,USR026,INC01037,1850000,950000,750000,3550000,2800000,freelance,2023-09-28 18:33
BGT07014,USR068,INC08621,2100000,1150000,750000,4050000rb,3250000,salary,2023-05-01 22:01
BGT06969,USR061,INC03924,5000000,2700000,2300000,10000000,7700000,freelance,2024-01-27 01:46
BGT09726,USR050,INC09871,3250000,1550000,1000000,5800000,5050000,salary,2024-06-29 01:08
BGT03542,USR037,INC01059,800000,500000,300000,1600000,1300000,allowance,2023-09-10 16:13
BGT08607,USR018,INC04689,1350000,,400000,2600000,2200000,part_time,2023-08-23 10:31
BGT01644,USR011,INC03908,1500000,850000,350000,2700000,2200000,allowance,2024-09-12 13:11
BGT04754,USR027,INC05996,1000000,600000,250000,1850000,1600000,allowance,2024-02-13 22:05
BGT09224,USR056,INC02770,1850000,1100000,900000,,2950000,freelance,2024-11-19 02:02
BGT00405,USR065,INC00902,3800000,2300000,2150000,8250000,6100000,investment_return,2024-09-20 03:59
BGT06944,USR016,INC01531,900000,500000,250000,1650000,1400000,part_time,2023-04-13 23:16
BGT04597,USR019,INC01461,650000,400000,350000,1400000,1050000,scholarship,2024-06-28 11:36
BGT03980,USR055,INC06781,3450000,1900000,1200000,6550000,5350000,bonus,2023-11-15 09:33
BGT07902,USR075,INC01177,3200000,2050000,1850000,7100000,5250000,investment_return,2023-04-20 14:32
BGT05146,USR043,INC08201,1900000,1300000,850000,4000000,3200000,freelance,2023-04-15 16:05
BGT08510,USR004,INC04888,750000,450000,300000,1500000,1200000,part_time,2024-09-11 05:12
BGT07717,USR064,INC06562,3000000,1850000,1950000,6800000,4850000,salary,2023-03-11 03:35
BGT03801,USR063,INC03150,4800000,2500000,2300000,9550000,7300000,bonus,2023-01-29 05:27
BGT04344,USR044,INC06872,3650000,2050000,900000rb,6600000,5700000,bonus,2023-01-16 13:43
BGT06297,USR067,INC07905,4700000,2650000,1200000,8550000,7350000,freelance,2023-05-20 15:47
BGT07042,USR016,INC08777,1400000,800000,300000,2500000,2200000,allowance,2024-02-01 14:03
BGT04531,USR071,INC01737,2300000,1700000,1150000,5150000,4000000,investment_return,2023-05-10 23:11
BGT07388,USR033,INC03717,800000,500000,300000,1550000rb,1300000,PART_TIME,
BGT03456,USR036,INC01565,1500000,1000000,650000,3150000,2500000,internship,2024-07-23 08:39
BGT03620,USR023,INC06119,1750000,1100000,500000,3400000,2850000,part_time,2023-08-13 13:46
BGT06701,USR031,INC05510,2250000,1350000,1200000,4750000,3600000,internship,2024-06-17 11:26
BGT09149,USR074,INC00525,,1400000,,4450000,3450000,business,2023-10-20 11:24
BGT09255,USR026,INC04851,800000,550000,400000,1750000,1350000,allowance,2023/08/04 23:49
BGT02266,USR019,INC04882,1050000,550000,400000,1950000,1600000,scholarship,2024-08-14 08:14
BGT06994,USR062,INC05913,2950000,1750000,600000,5250000,4700000,SALARY,2024-09-10 10:08
BGT00661,USR014,INC05358,1050000,,400000,1950000,1600000,scholarship,2023-04-22 21:11
BGT04073,USR020,INC07749,1450000,850000,400000,2700000,2300000,part_time,2024-07-26 13:18
BGT00834,USR025,INC02919,1150000,850000,550000,2550000,2000000,freelance,2024-11-05 13:42
BGT06335,USR072,INC07489,4550000,3000000,2150000,9700000,7550000,freelance,2024-06-21 07:59
BGT07135,USR001,INC06317,650000,450000,350000,1450000,1100000,part_time,2023-11-27 09:57
BGT09040,USR075,INC00233,4600000,2650000,2150000,9400000,7250000,salary,2023-01-10 01:57
BGT08978,USR070,INC09669,3250000,1800000,950000,6050000,5050000,bonus,2024-10-10 06:50
BGT08031,USR009,INC01263,1150000,750000,350000,2200000,1900000,part_time,2024-11-09 21:09
BGT02482,USR009,INC03412,800000,500000,300000,,1300000,part_time,2023-09-14 21:43
BGT07795,USR008,INC08147,1250000,750000,350000,2400000,2000000,scholarship,2024-07-03 04:10
BGT06408,USR070,INC03379,3850000,2150000,1900000,7900000,6000000,business,2024-05-24 18:09
BGT07349,USR067,INC07452,5200000,3300000,1500000,10000000,8500000,,2024-12-03 04:05
BGT08990,USR038,INC02767,1700000,900000,400000,3000000,2600000,allowance,2024-08-10 14:59
BGT05280,USR065,INC01074,3550000,2300000,1100000,6950000,5850000,freelance,2023-04-28 13:09
BGT05569,USR047,INC08734,2500000,1650000,950000,5100000,4050000,freelance,2024-07-10 19:37
BGT07829,USR046,INC03302,4050000,2300000,850000,7200000,6350000,business,2023-08-10 09:56
BGT02623,USR065,INC00369,2100000,1350000,1000000,4450000,3450000,freelance,2024-10-20 11:50
BGT08460,USR009,INC08397,1300000,700000,400000,2400000,2000000,scholarship,2023-01-07 21:00
BGT01346,USR044,INC04597,2100000,1350000,650000,4100000,3450000,bonus,2023/04/12 15:48
BGT03405,USR034,INC07770,1150000,600000,600000,2400000,1900000,allowance,2024-01-11 20:59
BGT08003,USR021,INC08955,1150000,750000,650000,2550000,1900000,freelance,2023-09-24 09:36
BGT06497,USR016,INC04320,1500000,800000,400000,2750000,2300000,part_time,2024-07-19 21:34
BGT02679,USR045,INC07975,3350000,1800000,1550000,6700000,5150000,salary,2023-01-05 13:48
BGT04661,USR074,INC00134,2450000,1350000,750000,4550000,3800000,salary,2023/03/08 15:37
BGT01749,USR057,INC04133,3650000,1700000,1250000,6600000,5350000,bonus,2024-08-03 11:03
BGT05605,USR059,INC02627,2550000,1250000,,4750000,3800000,salary,2024-09-13 02:29
BGT04647,USR060,INC03238,,1350000,950000,4350000,3400000,business,2023-06-27 05:34
BGT01445,USR010,INC06861,1700000rb,800000,500000,,2500000,allowance,13/03/2023 17:19
BGT04998,USR042,INC08227,2950000,1800000,900000,5700000,4750000,bonus,2024-03-30 18:52
BGT00121,USR064,INC06587,2800000,1550000,850000,5200000,4350000,business,2024/05/15 23:59
BGT07852,USR025,INC06338,1750000,850000,600000,3200000,2600000,allowance,2023-11-01 11:06
BGT08488,USR022,INC04395,1800000,900000,750000,3450000,2700000,freelance,2024-12-25 11:02
BGT02774,USR041,INC08172,3100000,1900000,950000,6000000,5000000,salary,2024-06-25 15:53
BGT05357,USR065,INC00023,4800000,2950000,2050000,9800000,7750000,bonus,2024-08-06 04:07
BGT06066,USR012,INC09728,1400000,900000,550000,2850000,2300000,allowance,2024-11-12 17:21
BGT09580,USR022,INC00632,2250000,1250000,950000,4450000,3500000,allowance,2023-08-24 10:29
BGT05780,USR031,INC08788,1150000,600000,400000,2150000,1750000,allowance,2023-05-19 00:28
BGT01631,USR053,INC04081,3750000,2100000,1350000,7200000,5850000,freelance,2023-12-08 19:36
BGT07283,USR015,INC03240,900000,450000,350000,1700000,1350000,allowance,2023-11-22 06:57
BGT02348,USR017,INC05585,500000,350000,200000,1050000,850000,,2024-01-05 09:12
BGT06405,USR051,INC04069,2050000,1200000,,4200000,3250000,,2024-07-30 01:58
BGT03137,USR012,INC04064,,450000,250000,,1050000,part_time,2024-09-12 21:37
BGT00828,USR032,INC06235,1750000,1200000,750000,3700000,2950000,internship,2023-06-04 21:25
BGT06265,USR018,INC03700,1150000,700000,650000,2450000,1850000,scholarship,2023-02-05 11:51
BGT00110,USR012,INC05618,1100000,600000,600000,2300000,1700000,part_time,2024-11-11 03:10
BGT03682,USR037,INC04528,1200000,600000,400000,2150000,1800000,allowance,2024-01-30 06:17
BGT05326,USR053,INC00390,1600000,900000,650000,3150000rb,2500000,freelance,2024-03-31 15:34
BGT07571,USR069,INC05914,3850000,2200000,1500000,7550000,4900000,investment_return,2023-07-17 07:09
BGT00855,USR008,INC05901,600000,350000,150000,1100000,950000,allowance,2024-09-06 00:09
BGT08821,USR066,INC04444,4150000,2450000,1100000,7700000,6600000,freelance,2023-01-17 04:04
BGT03822,USR049,INC06756,3150000,2200000,1350000,6650000,5350000,business,2024-06-11 04:29
BGT02525,USR004,INC02336,600000,400000,,1350000,1000000,scholarship,2023-03-25 08:49
BGT00695,USR064,INC07915,3900000,2100000,2100000,8100000,6000000,investment_return,2024-05-17 09:55
BGT02144,USR005,INC08167,800000,550000,350000,1650000,1350000,allowance,2023-01-07 12:36
BGT00683,USR053,INC01416,3500000,2100000,1150000,6750000,5600000,salary,2023-05-11 00:00
BGT01650,USR049,INC04643,2950000,1700000,1150000,5800000rb,4650000,business,2024-08-27 01:35
BGT01986,USR017,INC09068,600000,350000,250000,1150000,950000,scholarship,2024-05-15 13:47
BGT04878,USR007,INC00328,650000,400000,400000,1450000,1050000,allowance,2024-10-14 18:35
BGT03077,USR039,INC04354,1350000,750000,450000,2550000,2100000,freelance,2023-06-21 05:52
BGT04638,USR074,INC03701,3200000,1700000,1150000,6050000,4900000,freelance,2023-09-12 05:10
BGT03364,USR034,INC09917,,800000,700000,2750000,2050000,freelance,2024-06-26 00:12
BGT05776,USR028,INC04949,1500000,800000,650000,2950000.00,2300000,freelance,2024-10-26 18:28
BGT03043,USR060,INC00216,4000000,2100000,1400000,7500000,6100000,freelance,2024-08-18 16:37
BGT03495,USR060,INC02505,2750000,1650000,1250000,5650000,4400000,bonus,2024-03-19 04:28
BGT05979,USR067,INC00900,4400000,2350000,2000000,8750000,6750000,freelance,2024-02-18 06:15
BGT02581,USR031,INC07071,1650000,1100000,650000,3400000,2750000,allowance,2024/05/30 11:32
BGT08244,USR072,INC01035,3800000,2100000,1600000,7500000,5900000,salary,2024-04-06 21:18
BGT08414,USR033,INC05033,1350000,750000,650000,2750000,2100000,,2023-10-09 03:08
BGT00174,USR007,INC00115,900000,450000,400000,1750000,1350000,allowance,2023-05-28 11:41
BGT05497,USR012,INC09127,1000000,550000,500000,2050000,1550000,scholarship,2024-02-01 18:43
BGT02761,USR006,INC00822,1450000,850000,700000,3000000,2300000,allowance,2024-06-26 03:21
BGT02777,USR022,INC09373,1150000,800000,600000,2550000,1950000,part_time,2024-12-20 18:33
BGT05028,USR060,INC01841,3800000,2300000,1550000,7650000,6100000,freelance,2024-06-28 19:16
BGT05824,USR033,INC02164,2200000,1500000,800000,4500000,3700000,part_time,2024-09-16 12:33
BGT04548,USR058,INC07355,1600000,1000000,550000,3100000,2600000,bonus,2023-10-23 14:18
BGT02229,USR054,INC07128,2000000,1050000,800000,3850000,3050000,business,2024-12-21 13:11
BGT01450,USR018,INC07200,1500000,750000,500000,2750000,2250000,part_time,2023-09-11 13:21
BGT03359,USR064,INC01931,3900000,-2150000,1900000,8000000,6050000,salary,2024-09-29 01:33
BGT00223,USR057,INC06637,3850000,,1100000,7000000,5900000,salary,2024-10-06 04:27
BGT01264,USR033,INC00256,900000,500000,300000,1700000,1400000,allowance,2024/01/23 22:08
BGT06594,USR059,INC05635,3700000,2200000,1950000,7850000,5900000,bonus,2023-12-26 16:16
BGT00288,USR033,INC09532,1800000,1200000,600000,3650000,3000000,allowance,2024-09-23 05:42
BGT02333,USR034,INC08456,1300000,950000,650000,2900000,2250000,freelance,2024-08-03 15:14
BGT06395,USR008,INC08101,1350000,1000000,,2950000,2350000,scholarship,2024-06-01 06:28
BGT07681,USR060,INC03072,3800000,2250000,1000000,7000000,6050000,business,2024-05-23 06:34
BGT03398,USR023,INC07432,1300000,800000,550000,2650000,2100000,part_time,2024-11-30 05:16
BGT02695,USR013,INC01065,550000,350000,300000,1200000,900000,part_time,2023-11-25 05:03
BGT00977,USR072,INC07349,2900000,1850000,1050000,5800000,4750000,salary,2024-09-06 22:53
BGT02739,USR012,INC01287,1700000,950000,350000,3000000,2650000,scholarship,2023-05-25 11:14
BGT06694,USR045,INC01814,3000000rb,2000000,1250000,6250000,5000000,bonus,2023/09/05 04:07
BGT01854,USR008,INC05614,1150000,850000,550000,2600000,2000000,part_time,2023-12-23 09:18
BGT03998,USR027,INC06698,900000,500000,400000,1800000,1400000,allowance,2024-04-26 03:55
BGT09064,USR074,INC06273,5150000,3050000,1350000,9550000,8200000,investment_return,2023-12-08 09:40
BGT09902,USR067,INC01418,4600000,2400000,2200000,9250000,7000000,business,2024-11-21 21:14
BGT02568,USR020,INC02161,750000,450000,300000,1500000,1200000,part_time,2023-07-15 23:08
BGT04437,USR058,INC02803,2150000,1300000,450000,3950000,3450000,salary,2024-05-26 21:47
BGT08874,USR044,INC09868,1950000,1200000,1100000,4250000,3150000,bonus,2024-06-01 21:19
BGT05194,USR008,INC01389,1100000,600000,450000,2150000.00,1700000,scholarship,2023-04-15 16:24
BGT02291,USR014,INC00815,500000,300000rb,250000,1050000.00,800000,part_time,2023-04-21 19:11
BGT02234,USR073,INC02701,3650000,2150000,700000,6550000,5800000,freelance,2024-11-25 05:38
BGT02898,USR042,INC09086,4000000,2150000,1250000,,6150000,salary,2024-07-12 19:37
BGT03937,USR045,INC01995,3450000,1900000,1250000,6600000,5350000,bonus,2023-06-21 04:21
BGT01054,USR018,INC00762,700000,400000,400000,1500000,1100000,allowance,2023-05-29 21:39
BGT03696,USR051,INC03865,3400000,2200000,1750000,7350000,5600000,freelance,2024-09-27 03:10
BGT05694,USR061,INC01262,3000000,2200000,1450000,6650000,5200000,freelance,2024-05-04 14:54
BGT06221,USR037,INC01590,2400000,1250000,900000,4550000,3650000,freelance,2023-07-03 08:50
BGT08928,USR065,INC07567,3450000,1950000,1800000,7150000,5400000,investment_return,2023-01-13 04:35
BGT07599,USR042,INC02487,2950000,1650000,1150000,5750000,4600000,bonus,2023-03-24 23:09
BGT07193,USR037,INC05398,1200000,550000,350000,2100000,1750000,part_time,2024-04-19 06:07
BGT03981,USR052,INC01381,3800000,2250000,1400000,7450000,6050000,business,2023-06-03 06:38
BGT00609,USR026,INC08789,1050000,700000,650000,2400000,1750000,internship,2024-10-11 05:53
BGT07889,USR055,INC06364,2900000,2100000,1300000,6300000,5000000,salary,2023-09-07 00:18
BGT09771,USR012,INC07363,1050000,650000,350000,2050000,1700000,scholarship,2023-01-14 22:19
BGT09889,USR049,INC07572,3150000,2250000,1350000,6750000,5400000,bonus,2023-05-01 12:02
BGT00103,USR066,INC05313,3600000,2200000,1100000,6900000,5800000,business,2023-12-04 11:54
BGT06244,USR028,INC07918,2550000,1400000,850000,4800000.00,3950000,allowance,2024-10-01 16:50
BGT02785,USR070,INC01543,4600000,2250000,1500000,8400000,6000000,business,2023-11-10 21:01
BGT09504,USR001,INC06276,650000,350000,200000,1200000,1000000,scholarship,2023-10-13 06:34
BGT06055,USR056,INC02671,2450000,1450000,650000,4500000,3900000,freelance,2023-09-28 07:30
BGT08942,USR002,INC05164,1050000,700000,400000,2150000,1750000,part_time,2023-03-15 05:55
BGT05872,USR058,INC06722,3600000,1750000,1100000,6400000,5350000,business,2023/09/21 08:01
BGT01790,USR051,INC01427,3300000,1950000,,7150000,5250000,salary,2024-01-14 08:42
BGT09249,USR048,INC03190,3600000,2200000,1850000,7650000,5800000,salary,2023-05-23 03:45
BGT07570,USR032,INC07377,1650000,1000000,500000,3200000,2650000,allowance,2023-05-06 01:45
BGT07036,USR061,INC04686,4800000,2650000,1750000,9200000,7450000,business,2023-12-17 12:15
BGT09148,USR005,INC00527,450000,350000,200000,1000000,800000,allowance,2024-05-14 23:03
BGT03752,USR043,INC01867,4350000,2150000,1450000,7950000.00,6500000,freelance,2023-11-28 11:43
BGT04687,USR016,INC04291,1300000,800000,650000,2750000,2100000,scholarship,2023-02-04 05:24
BGT04660,USR074,INC04841,3650000,2050000,1150000,6850000,5700000,business,2024-07-25 01:50
BGT04519,USR067,INC09847,4750000,2450000,2300000,9500000,7200000,salary,2023-04-19 05:07
BGT03693,USR029,INC07447,1400000,900000,700000,2950000,2300000,allowance,2023-05-20 21:49
BGT00701,USR023,INC09780,2350000,1400000,950000,4700000,3750000,part_time,2023-03-21 10:37
BGT08745,USR073,INC05860,3600000,2000000,1850000,7450000,5600000,freelance,2024-07-16 19:29
BGT09196,USR016,INC07252,850000,450000,350000,1650000,1300000,allowance,2023-03-24 09:07
BGT00061,USR024,INC08215,2050000,1500000,,4400000,3550000,internship,2024-11-11 04:30
BGT02322,USR040,INC01708,1550000,1000000,850000,3400000,2550000,part_time,2023-06-13 18:58
BGT03293,USR070,INC06123,4350000,2600000,1150000,8050000,6950000,investment_return,2023-07-18 16:36
BGT01376,USR048,INC02853,,1200000,750000,4300000,3500000,bonus,2023-09-15 17:38
