rule_id,active,priority,match_type,canonical_merchant,alias_keywords,negative_keywords,category_primary,category_detail,merchant_type,rule_strength,ambiguity_level,validator_action,min_model_confidence_accept,max_model_confidence_override,amount_min,amount_max,amount_action,payment_method_hint,payment_media_hint,source_hint,notes,version
GROCERIES_PASAR_SANTA_362,True,85,contains,Pasar Santa,Pasar Santa,warung makan|rumah makan|toko buku|toko elektronik|toko baju|toko sepatu|toko bangunan|toko komputer|kedai kopi|kopi|coffee|cafe|kafe|restaurant|resto|bakso|mie ayam|sate|soto|nasi goreng|ayam geprek,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_PASAR_SENEN_363,True,85,contains,Pasar Senen,Pasar Senen,warung makan|rumah makan|toko buku|toko elektronik|toko baju|toko sepatu|toko bangunan|toko komputer|kedai kopi|kopi|coffee|cafe|kafe|restaurant|resto|bakso|mie ayam|sate|soto|nasi goreng|ayam geprek,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_PEPITO_MARKET_364,True,85,contains,Pepito Market,Pepito Market|pepito,,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_PRIMA_FRESHMART_365,True,85,contains,Prima Freshmart,Prima Freshmart|prima fresh,,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_RANCH_MARKET_366,True,85,contains,Ranch Market,ranch market,,Needs,groceries,Groceries / Minimarket / Supermarket,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Seeded from uploaded dataset majority label,v3
GROCERIES_SAYURBOX_367,True,85,contains,Sayurbox,sayurbox|sayur box,,Needs,groceries,Groceries / Minimarket / Supermarket,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_SEGARI_368,True,85,contains,Segari,segari|segari indonesia,,Needs,groceries,Groceries / Minimarket / Supermarket,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_SUPERINDO_370,True,85,contains,Superindo,superindo,,Needs,groceries,Groceries / Minimarket / Supermarket,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Seeded from uploaded dataset majority label,v3
GROCERIES_SUPERMARKET_ADA_371,True,85,contains,Supermarket ADA,Supermarket ADA|ada swalayan,,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_SUPERMARKET_BANGUNAN_372,True,85,contains,Supermarket Bangunan?,Supermarket Bangunan?|supermarket umum,,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Generic non-specific supermarket mapped to groceries.,v3
GROCERIES_SUPER_INDO_369,True,85,contains,Super Indo,Super Indo|superindo,,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_SUZUYA_SUPERMARKET_373,True,85,contains,Suzuya Supermarket,Suzuya Supermarket|suzuya,,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_TANIHUB_374,True,85,contains,TaniHub,TaniHub,,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_THE_FOODHALL_375,True,85,contains,The Foodhall,the foodhall|foodhall|the food hall,,Needs,groceries,Groceries / Minimarket / Supermarket,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,,v3
GROCERIES_TIARA_DEWATA_376,True,85,contains,Tiara Dewata,Tiara Dewata,,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_TIPTOP_378,True,85,contains,TipTop,tiptop|tip top swalayan,,Needs,groceries,Groceries / Minimarket / Supermarket,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,,v3
GROCERIES_TIP_TOP_377,True,85,contains,Tip Top,Tip Top|tiptop,,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_TITIPKU_379,True,85,contains,Titipku,Titipku,,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_TOTAL_BUAH_SEGAR_380,True,85,contains,Total Buah Segar,Total Buah Segar,,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_TRANSMART_381,True,85,contains,Transmart,transmart|trans mart|carrefour transmart|carrefour,,Needs,groceries,Groceries / Minimarket / Supermarket,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
GROCERIES_TUKANGSAYUR_CO_382,True,85,contains,TukangSayur.co,TukangSayur.co|tukangsayur|tukang sayur,,Needs,groceries,Groceries / Supermarket / Daily Needs,strong,low,override_if_model_low_confidence,0.75,0.85,6000.0,518250.0,warning,,,,Expanded groceries seed. Generic toko/warung/pasar/sembako terms are mapped to groceries as requested.,v3
HEALTH_ALODOKTER_384,True,85,contains,Alodokter,alodokter,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Seeded from uploaded dataset majority label,v3
HEALTH_APOTEK_385,True,85,contains,Apotek,Apotek|pharmacy|farmasi,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_APOTEK_K24_386,True,85,contains,Apotek K24,apotek k24,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Seeded from uploaded dataset majority label,v3
HEALTH_APOTEK_ROXY_387,True,85,contains,Apotek Roxy,apotek roxy|roxy pharmacy,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,,v3
HEALTH_ASURANSI_KESEHATAN_388,True,85,contains,Asuransi Kesehatan,Asuransi Kesehatan|health insurance,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_BETHSAIDA_HOSPITAL_389,True,85,contains,Bethsaida Hospital,bethsaida hospital|rs bethsaida,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,,v3
HEALTH_BIOMEDIKA_391,True,85,contains,Biomedika,Biomedika,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_BIO_MEDIKA_390,True,85,contains,Bio Medika,bio medika|biomedika lab|bio medika lab,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,,v3
HEALTH_BRAWIJAYA_HOSPITAL_392,True,85,contains,Brawijaya Hospital,brawijaya hospital|rs brawijaya,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,,v3
HEALTH_CELEBRITY_FITNESS_393,True,85,contains,Celebrity Fitness,celebrity fitness,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Seeded from uploaded dataset majority label,v3
HEALTH_CENTURY_HEALTHCARE_394,True,85,contains,Century Healthcare,century healthcare|century pharmacy|apotek century|century,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_CITO_LAB_395,True,85,contains,CITO Lab,CITO Lab|laboratorium cito,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_CULT_FITNESS_396,True,85,contains,Cult Fitness,cult fitness,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Seeded from uploaded dataset majority label,v3
HEALTH_EMC_HOSPITAL_397,True,85,contains,EMC Hospital,emc hospital|rs emc,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,,v3
HEALTH_FISIOTERAPI_398,True,85,contains,Fisioterapi,Fisioterapi|physiotherapy,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_FITNESS_FIRST_400,True,85,contains,Fitness First,fitness first|fitnessfirst,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded self-care seed.,v3
HEALTH_GOLDS_GYM_401,True,85,contains,Golds Gym,golds gym|gold gym,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded self-care seed.,v3
HEALTH_GOOD_DOCTOR_402,True,85,contains,Good Doctor,Good Doctor,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_GUARDIAN_403,True,85,contains,Guardian,guardian,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Seeded from uploaded dataset majority label,v3
HEALTH_GUARDIAN_PHARMACY_404,True,85,contains,Guardian Pharmacy,Guardian Pharmacy|guardian obat,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Health-oriented Guardian pharmacy rule; beauty-only can be self_care.,v3
HEALTH_HALODOC_405,True,85,contains,Halodoc,halodoc,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Seeded from uploaded dataset majority label,v3
HEALTH_K24_406,True,85,contains,K24,K24|apotek k24|k-24,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_KIMIA_FARMA_407,True,85,contains,Kimia Farma,kimia farma,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Seeded from uploaded dataset majority label,v3
HEALTH_KIMIA_FARMA_APOTEK_408,True,85,contains,Kimia Farma Apotek,Kimia Farma Apotek|apotek kimia farma,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_KIMIA_FARMA_LAB_409,True,85,contains,Kimia Farma Lab,Kimia Farma Lab|lab kimia farma,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_KLIKDOKTER_410,True,85,contains,KlikDokter,klikdokter|klik dokter,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_KLINIK_411,True,85,contains,Klinik,Klinik|clinic,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_KLINIK_GIGI_412,True,85,contains,Klinik Gigi,Klinik Gigi|dokter gigi|dental clinic,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_KLINIK_PINTAR_413,True,85,contains,Klinik Pintar,klinik pintar,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,,v3
HEALTH_KLINIK_PRATAMA_414,True,85,contains,Klinik Pratama,klinik pratama,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Seeded from uploaded dataset majority label,v3
HEALTH_LABORATORIUM_KLINIK_415,True,85,contains,Laboratorium Klinik,Laboratorium Klinik|lab klinik,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_LABORATORIUM_KLINIK_CITO_416,True,85,contains,Laboratorium Klinik CITO,laboratorium klinik cito|lab cito|cito lab,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,,v3
HEALTH_MAYAPADA_HOSPITAL_417,True,85,contains,Mayapada Hospital,mayapada hospital|rs mayapada,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,,v3
HEALTH_MEDICAL_CHECK_UP_418,True,85,contains,Medical Check Up,Medical Check Up|mcu,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_OPTIK_419,True,85,contains,Optik,Optik|optical,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_OPTIK_MELAWAI_420,True,85,contains,Optik Melawai,optik melawai|melawai optik,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_OPTIK_SEIS_421,True,85,contains,Optik Seis,optik seis|seis optik,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_OPTIK_TUNGGAL_422,True,85,contains,Optik Tunggal,Optik Tunggal,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_PARAHITA_LAB_423,True,85,contains,Parahita Lab,Parahita Lab|parahita,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_PRAMITA_LAB_424,True,85,contains,Pramita Lab,Pramita Lab|laboratorium pramita,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_PRIMAYA_HOSPITAL_425,True,85,contains,Primaya Hospital,primaya hospital|rs primaya,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,,v3
HEALTH_PRODIA_426,True,85,contains,Prodia,Prodia,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_PRODIA_LAB_427,True,85,contains,Prodia Lab,prodia lab,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Seeded from uploaded dataset majority label,v3
HEALTH_RSPP_439,True,85,contains,RSPP,rspp|rs pusat pertamina,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,,v3
HEALTH_RS_AWAL_BROS_428,True,85,contains,RS Awal Bros,RS Awal Bros|awal bros,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_RS_BETHSAIDA_429,True,85,contains,RS Bethsaida,RS Bethsaida|bethsaida hospital,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_RS_BUNDA_430,True,85,contains,RS Bunda,RS Bunda,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_RS_EKA_HOSPITAL_431,True,85,contains,RS Eka Hospital,RS Eka Hospital|eka hospital,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_RS_EMC_432,True,85,contains,RS EMC,RS EMC|emc hospital,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_RS_HERMINA_433,True,85,contains,RS Hermina,rs hermina|hermina hospital|rumah sakit hermina|hermina,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_RS_MAYAPADA_434,True,85,contains,RS Mayapada,RS Mayapada|mayapada hospital,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_RS_MITRA_KELUARGA_435,True,85,contains,RS Mitra Keluarga,rs mitra keluarga|mitra keluarga hospital|mitra keluarga,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_RS_PONDOK_INDAH_436,True,85,contains,RS Pondok Indah,rs pondok indah|rs pi|rspi,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_RS_PREMIER_437,True,85,contains,RS Premier,RS Premier|premier hospital,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_RS_SILOAM_438,True,85,contains,RS Siloam,rs siloam|siloam hospital|siloam,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Seeded from uploaded dataset majority label,v3
HEALTH_RUMAH_SAKIT_440,True,85,contains,Rumah Sakit,Rumah Sakit|rs|hospital,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_SEHATQ_441,True,85,contains,SehatQ,SehatQ|sehat q,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_VAKSIN_442,True,85,contains,Vaksin,Vaksin|vaccination|imunisasi,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Expanded health seed.,v3
HEALTH_WATSONS_HEALTH_444,True,85,contains,Watsons Health,Watsons Health|watsons pharmacy|watsons obat,,Needs,health,Health / Pharmacy / Medical,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Health-oriented Watsons pharmacy rule; beauty-only can be self_care.,v3
HEALTH_WATSON_443,True,85,contains,Watson,watson,,Needs,health,Health / Pharmacy / Fitness,strong,low,override_if_model_low_confidence,0.75,0.85,9750.0,893250.0,warning,,,,Seeded from uploaded dataset majority label,v3
INVESTMENT_AJAIB_445,True,85,contains,Ajaib,ajaib,,Investment,investment,Investment / Saving / Trading,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Seeded from uploaded dataset majority label,v3
INVESTMENT_BAHANA_TCW_446,True,85,contains,Bahana TCW,Bahana TCW,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_BAREKSA_448,True,85,contains,Bareksa,bareksa,,Investment,investment,Investment / Saving / Trading,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Seeded from uploaded dataset majority label,v3
INVESTMENT_BCAS_BEST_MOBILE_450,True,85,contains,BCAS Best Mobile,BCAS Best Mobile|bcas|bca sekuritas,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_BCA_SEKURITAS_449,True,85,contains,BCA Sekuritas,bca sekuritas|bcasekuritas,,Investment,investment,Investment / Saving / Trading,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,,v3
INVESTMENT_BINANCE_452,True,85,contains,Binance,Binance,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_BNI_SEKURITAS_453,True,85,contains,BNI Sekuritas,bni sekuritas|bions|bni securities,,Investment,investment,Investment / Saving / Trading,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_CGS_CIMB_SEKURITAS_454,True,85,contains,CGS CIMB Sekuritas,CGS CIMB Sekuritas|cgs cimb|cimb sekuritas,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_COINBASE_455,True,85,contains,Coinbase,Coinbase,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_CRYPTO_COM_456,True,85,contains,Crypto.com,Crypto.com|crypto com,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_DANAREKSA_457,True,85,contains,Danareksa,Danareksa,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_DEPOSITO_BCA_458,True,85,contains,Deposito BCA,deposito bca,,Investment,investment,Investment / Saving / Trading,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Seeded from uploaded dataset majority label,v3
INVESTMENT_DEPOSITO_BNI_459,True,85,contains,Deposito BNI,deposito bni|bni deposito,,Investment,investment,Investment / Saving / Trading,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,,v3
INVESTMENT_DEPOSITO_CIMB_NIAGA_460,True,85,contains,Deposito CIMB Niaga,deposito cimb niaga|cimb deposito|cimb niaga deposito,,Investment,investment,Investment / Saving / Trading,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,,v3
INVESTMENT_DEPOSITO_MANDIRI_461,True,85,contains,Deposito Mandiri,deposito mandiri|mandiri deposito,,Investment,investment,Investment / Saving / Trading,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,,v3
INVESTMENT_EMAS_ANTAM_462,True,85,contains,Emas Antam,Emas Antam|antam|logam mulia antam,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_ETORO_463,True,85,contains,eToro,eToro,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_GOTRADE_464,True,85,contains,Gotrade,Gotrade,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_HENAN_PUTIHRAI_465,True,85,contains,Henan Putihrai,Henan Putihrai|hp sekuritas,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_INDODAX_466,True,85,contains,Indodax,indodax,,Investment,investment,Investment / Saving / Trading,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Seeded from uploaded dataset majority label,v3
INVESTMENT_INVESTASI_467,True,85,contains,Investasi,Investasi|investment,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_IPOT_468,True,85,contains,iPot,ipot|indopremier|indo premier,,Investment,investment,Investment / Saving / Trading,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Seeded from uploaded dataset majority label,v3
INVESTMENT_LAKUEMAS_470,True,85,contains,Lakuemas,Lakuemas,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_LUNO_471,True,85,contains,Luno,Luno,,Investment,investment,Investment / Securities / Crypto / Gold,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
INVESTMENT_MANDIRI_SEKURITAS_472,True,85,contains,Mandiri Sekuritas,mandiri sekuritas|most mandiri|mandiri securities,,Investment,investment,Investment / Saving / Trading,strong,low,override_if_model_low_confidence,0.75,0.85,42250.0,2952750.0,warning,,,,Expanded investment seed.,v3
